8T	AV1	AV2	B	C1	C2	D	DV	G	GE	H	IN12	IN2	IN5	M	MNP1	MNP2	MNP3	MST	N1	N3	N5	N6	N8	NK1	NK2	NKT1	NKT2	NP	P	PDC	PT1	PT2	PT3	Th	Group
0	0.247940738	0	0.339082319	0.384391772	0	0.170166019	0	0	0.070483656	0	0	0	0	1.074052767	0	0	0.08852157	0	0	0	0	0	3.951044438	0	0	0	0	0	0	0	0	0	4.29772809	0	Group2
0	0.439162559	0	0.265668671	0.770514816	0	7.804072288	0.018219762	0	0	0	0	0	0	1.354881719	0	0	0	0.00340292	0	0	0	0	9.032049114	0	0	0	0	0	0.13606209	0.027816464	0	0	0	0	Group2
0	0.0034957	0.5773785	0.488042743	0.480508293	0	0.245860841	0.128170279	0	0.340170029	0	0	0	0	1.581704437	0	0	0	0	0	0	0	0	2.21255946	0	0	0	0	0	0	0.047110154	0.861284236	0	5.120747161	0	Group2
0	0.597165556	0	0	0.155004326	0	3.711024945	0	0	0.078004883	0	0.033280457	0	0	0.729850605	0	0	0	0.011556162	0	0	0	0	9.333895804	0	0.071739937	0	0	0	0.127851728	0.036179372	0	0	0	0	Group2
0	0.063446434	0.53936963	0.310699021	0.354293603	0	0.074370888	0.100271515	0	0.267193977	0	0	0	0	1.495351622	0	0	0.178635395	0.002417293	0	0	0	0	2.906548079	0	0.088699547	0	0	0	0	0.097351045	0.670502609	0	3.687413858	0	Group2
0	0.307367116	0.43163448	0.194934962	0.895728908	0	4.078127408	0	0	0.178233921	0	0	0	0	1.072010911	0	0	0	0	0	0	0	0	6.119569791	0	0.166581875	0	0	0	0.539569604	0	0	0	0	0	Group2
0	0	0.739729985	0.337677299	0.051872337	0	0	0	0	0.45703784	0	0	0	0	2.968497025	0	0	0.20710181	0	0	0	0	0	6.912377912	0	0.542936931	0	0	0	0	0.173923987	0	0	3.968152841	0	Group2
0	0.126917075	0	0	0.188008424	0	1.131601101	0.206224179	0	0.690707008	0	0.059641123	0	0	0.431284043	0	0	0.057132557	0.009047376	0	0	0	0	7.849299629	0	0.105852305	0	0	0	0	0.130581118	0	0	0	0	Group2
0	0	0.363104701	0	0.290077029	0	0.160303612	0.168822174	0	0.314790029	0	0	0	0	0.538543411	0	0	0.061485364	0.006231308	0	0	0	0	2.81026301	0	0.031706625	0	0	0	0	0.12798704	0.118977205	0	3.31737446	0	Group2
0	2.616965474	0	0.078275321	0.230237761	0	0.492211927	3.580428836	0.756042146	0.807940442	0	0	0	0	4.855279235	0.16912943	0	0	0	0	0	0	0	1.022389115	0	0.363945125	0	0	0	0.040450299	0.024995578	0	0	0.061128873	0	Group2
0	3.187176667	0.452163228	0	0	0	0	3.0764198	2.672877721	0.91015367	0	0	0	0	4.479096008	0	0	0.509497891	0.006370182	0	0	0	0	2.329625183	0.129622927	0.071111105	0	0	0.121764924	0	0.084774528	0	0	0	0	Group2
